time,true_flux(m/d)
4/3/2017 17:44,-0.039987586
4/3/2017 17:49,-0.046584626
4/3/2017 17:54,-0.053181632
4/3/2017 17:59,-0.059778584
4/3/2017 18:04,-0.078127661
4/3/2017 18:09,-0.096476319
4/3/2017 18:14,-0.1148287
4/3/2017 18:19,-0.133166208
4/3/2017 18:24,-0.151502896
4/3/2017 18:29,-0.169842866
4/3/2017 18:34,-0.18819058
4/3/2017 18:39,-0.206537122
4/3/2017 18:44,-0.224886542
4/3/2017 18:49,-0.243212268
4/3/2017 18:54,-0.261536454
4/3/2017 18:59,-0.27986312
4/3/2017 19:04,-0.296958516
4/3/2017 19:09,-0.314052242
4/3/2017 19:14,-0.331150743
4/3/2017 19:19,-0.348248943
